,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,X9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,X2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,X16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,X9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,X17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,X17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,X2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
VF0292,0.001227182,0.000210027,0.000349341,0.001339868,0.001903084,0.002403996,0.000153386,0.000177073,0.000947137,0.000831311,0.00215574,0.001122417,0.004686611,0.000630621,0.000668879,0.001501502,1.88E-05,0.000370599,0.00025014,0.001396776,0.000639179,0.001473591,0.000121827,0.001005596,0.001447234,0.000304629,5.76E-05,4.94E-05,0.001192606,0.000993285,0.00089707,0.00028496,0.001707926,0,0.000157603,0.000646324,0.001098081,0.001502076,0.001130062,0.001400691,0.004845548,0.000666319,0.000865722,0.00276526,0.001011092,0.003169572,0.000461181,0.000692211,0,0.00122696,0.000604241,0.001231909,0.001944985,0.00081825,0.001091062,6.94E-05,0.003305785,0.00036368,0.000430978,5.05E-05,0.001455115,0.001110896,0.00117662,0.001205061,0.001016587,0.001422993,0,0.001103972,0.000933645,0.001164979,0.000717776,0.000641141,0.000421175,0.001934285,0.000152249,0.000121201,0.000377747,0.00098954,0.003639016,0.00012207,0.003101309,0.000949835,6.16E-05,0.0014721,0.001338491,0.00070479,0.000322799,0.003499563,0.00308928,0.000627833,0.001082207,0.001242718,0.001066716,0.000542759,0.000810498,0.000508001,0.00104507,0.000495555,0.001206938,0.001357886,0.002886836,0.000906701,0.001119604,0.000683794,0.005409904,0.000869429,0.000543587,0.001058751,0.000335051,0.001158242,0.000503966,0.001476502,0.003780502,0.001294848,0,0.000196314,9.82E-05,0.003061448,0.000136059,0.001598977,9.34E-05,0.000218199,0.000820394,0.000126342,0.000319019,0.000495804,7.59E-05,0.000311357,0.001243472,0.00048027,0.000450248,0.000684122,0.001990812,0.000740786,0.00052331,0.003996004,0.001343479,0.000558815,0.002277853,0.000232656,0.00043044,0.000459194,0.001231173,0.000673964,0.001516735,0.001153344,0.001913923
VF0420,0.000153398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003302007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001492166,0,0,0,0,0,0,0,0,0,7.44E-05,0,0,0,0,0,0,6.34E-05,0
VF0348,0.000306796,0.000120016,0.000931576,9.89E-05,0.000599119,6.22E-05,0,5.12E-05,0,0.000585823,0.001029965,0.000317205,3.41E-05,0.000187482,0.000154357,0.000375375,0.000984843,0,0.000134691,7.65E-06,6.47E-05,0.000284066,8.70E-05,4.77E-05,0.000438789,0.00011888,0.000657863,0.000840364,0,6.43E-06,3.32E-05,0,0,0,0.000492511,8.94E-05,0.000175693,5.67E-05,0,0.000100562,0.000605694,4.26E-05,0.000268582,0.000204834,0.000530573,0,0.000189413,1.63E-05,0,8.99E-05,0.000623124,2.78E-05,0,2.51E-05,0.00053504,0.000362477,0,0.00036368,8.80E-06,0.002523341,0,8.74E-05,6.21E-06,0.000200844,5.21E-05,4.29E-06,0,0.000273507,0.00013944,5.69E-05,8.85E-05,6.85E-05,8.10E-05,8.52E-05,5.71E-05,0.000331708,0,0.000131423,3.92E-05,0.000378513,0,0.000114332,9.67E-05,7.78E-05,0.001242074,0,0.000215199,0,0,5.89E-05,0.000488169,3.98E-05,4.24E-05,0,0.002277113,0.001270003,1.10E-05,2.61E-05,6.94E-06,6.84E-05,0,0.000281916,0,0.000162808,0,0.00058437,0.000219342,8.36E-05,0.00024688,1.80E-05,0.001906306,0.000785373,0.000114561,0,0.00608828,0.000638021,2.68E-05,0,6.80E-06,0.000319795,1.87E-05,0.002474466,4.52E-05,9.48E-05,0.000389912,6.12E-06,0.001264718,0.000778392,0.002486944,7.87E-06,0,0.000155482,0.000382848,9.70E-05,0.000149517,0,0.000173726,0,0.000267983,0.000155104,8.84E-05,0.000177118,0.00051224,6.90E-05,7.60E-06,1.27E-05,0.000245375
VF0354,7.67E-05,1.00E-05,0.000302762,8.99E-06,0.000387665,2.07E-05,1.53E-05,3.93E-06,2.68E-06,7.81E-05,0.000311385,9.76E-05,0,3.41E-05,1.72E-05,0.001126126,0.000290763,6.18E-05,1.92E-05,1.53E-05,0,0.000106525,6.09E-05,1.30E-05,8.47E-05,0,0.000150622,0.000181255,0.001192606,6.43E-06,0,0,0.000230282,0,0.000124769,4.13E-05,3.29E-05,0,2.33E-06,0,0,1.25E-05,0.000226861,0,9.01E-05,0,0.00010706,6.53E-06,0,5.47E-05,0.000113295,0.000152831,0,0,0.00020982,0.000115684,0,9.09E-05,1.76E-05,0.000555135,0.000223864,0,2.79E-05,0,8.69E-06,0,0,2.98E-05,0.000236442,7.59E-06,9.83E-06,6.22E-06,9.72E-05,0.000409012,8.56E-05,9.57E-05,0,8.50E-05,3.92E-05,7.66E-05,0.00034459,4.40E-05,4.40E-05,0,0.000300593,2.32E-06,1.54E-05,0,0,1.40E-05,0.000129394,0,0,3.39E-05,0.000308761,0.000508001,1.10E-05,9.78E-06,0,2.93E-05,0,9.14E-05,0,0.000162808,0.001248439,7.13E-05,7.63E-05,0,0.000127848,0,0.000219116,0.000816788,0.000229121,0,0,0.00034355,8.92E-06,0,0,0,0,0.000450325,7.53E-06,5.87E-05,0.000124063,6.12E-06,0.000151766,0,0.001243472,1.57E-05,0,0,0.000153139,4.41E-05,2.99E-05,0,1.16E-05,0,1.49E-05,6.20E-05,1.18E-05,3.94E-05,0.000143787,6.90E-05,2.66E-05,0,0
VF0450,0.001840773,0.002965386,0.001723415,0.00179848,0.003629956,0.004165544,0.003527878,0.002380643,0.003256118,0.001863475,0.001389255,0.002635239,0.003219201,0.003033798,0.00263264,0.003753754,0.001669543,0.003644225,0.002636086,0.001821549,0.003098806,0.003692854,0.002984763,0.002266925,0.003741253,0.003822721,0.002130855,0.001400606,0.004372888,0.002111936,0.002724434,0.002433117,0.003780464,0.005899705,0.003493542,0.002530288,0.003030702,0.002040556,0.00376532,0.002988141,0.004088431,0.002655257,0.002878786,0.002048341,0.003063308,0,0.0027012,0.00244886,0.003182686,0.003258869,0.001926018,0.003718884,0.004723534,0.002391969,0.001731011,0.003077196,0.004132231,0.002091163,0.002902502,0.000605602,0.003581822,0.002040804,0.002238373,0.002410123,0.001616112,0.002130204,0,0.003490939,0.002279548,0.003646727,0.003038258,0.003081213,0.00359619,0.002590409,0.002759513,0.002717452,0.003708791,0.002976352,0.003952724,0.002467904,0.00241213,0.002612045,0.003087071,0.003521929,0.001429236,0.003185466,0.003043532,0.004374453,0.001853568,0.003013036,0.004287655,0.00211262,0.002755093,0.003519455,0.00135083,0.001778004,0.004389294,0.003397158,0.002098268,0.003038148,0.001732102,0.002228656,0.003161458,0.002181629,0.001664586,0.003021622,0.003442718,0.003696343,0.003033095,0.002041571,0.001073667,0.002513194,0.00343682,0.001732026,0.00304414,0.002257613,0.003408766,0.002405423,0.002149733,0.005756316,0.002878047,0.000747447,0.003868647,0.003348073,0.002091346,0.003372692,0.001947666,0.002957889,0.00397911,0.002196643,0.00295877,0.002860874,0.003292496,0.00292787,0.003468796,0.004995005,0.002131036,0.003352892,0.001957763,0.003311464,0.002847978,0.002505888,0.002660052,0.003040958,0.002828198,0.003662818,0.004220445
VF0530,0.000153398,0.000145019,0,2.70E-05,0,0,0,1.18E-05,1.07E-05,7.81E-05,9.58E-05,0.000292804,0.000159254,0,0,0.001501502,0,0,0.000115449,0,5.66E-05,0,2.61E-05,4.33E-06,0.000161659,0,3.10E-05,6.59E-05,0.000198768,9.64E-06,7.75E-05,0,0,0,3.28E-05,2.06E-05,1.65E-05,0,0,0,0.000151423,8.77E-05,3.91E-05,0.000921753,0,0,1.24E-05,1.31E-05,0.001273074,3.91E-05,0.000207708,0.000162093,0,2.09E-06,0.000115401,0,0,0,6.16E-05,0.000403735,0.000111932,0,0,0,1.74E-05,0,0,4.97E-05,6.06E-05,3.79E-06,9.83E-05,0,1.62E-05,0.000323801,4.76E-06,0,0.000103022,3.09E-05,0.000548989,9.46E-07,0,7.92E-05,0,0.000111102,2.84E-05,0,3.07E-05,0,0,1.12E-05,0.000211736,0,0.000141287,1.70E-05,0,0,0,0,0,3.91E-05,0,0,7.59E-06,9.77E-05,0,5.70E-05,0,0,5.29E-05,0,0,0.000157075,0.000916485,1.33E-05,0,0,0,0,0,0,0.000252296,9.29E-06,1.51E-05,9.02E-06,0,0,0,0,0,0.000181085,0,6.22E-05,0.000229709,8.82E-05,2.99E-05,0,2.32E-05,0,0.000111659,0.000100817,5.90E-06,6.56E-06,0.000143787,4.47E-05,1.14E-05,0,0
VF0434,0.000306796,0.00015002,6.99E-05,0,0.000352423,8.29E-05,0,3.93E-06,0,3.91E-05,0.000335337,0.000170803,0.007371175,2.84E-05,0,0,0,0,0,0,0,0.000142033,0,0,1.54E-05,2.23E-05,0,0,0.000198768,3.21E-06,0,3.29E-05,0.000729227,0,0,8.25E-05,0,0,0,0,0,2.25E-05,6.26E-05,0,0.000210227,0,2.06E-05,1.63E-05,0,0.000117226,0.000736419,0.000115781,0.00055571,1.67E-05,5.25E-05,0,0,0,5.28E-05,0,0,0,6.21E-06,0.000446319,3.48E-05,0,0.009345794,4.97E-06,0.000588075,0,5.90E-05,6.22E-06,0,0.000758376,0,0,0,2.32E-05,0.000392135,0,0.00034459,0.00038697,8.80E-06,0.000127767,0.000113431,0,0,0,0,0,0.000652853,0,7.06E-05,0,0,0.000254001,3.30E-05,0,0,3.91E-05,0,0,0,0.000260493,0,0,3.81E-05,0,4.41E-06,1.80E-05,0.000372497,0.000157075,0.005613472,6.67E-06,0,0,3.57E-05,0.000218675,2.04E-05,0,0.000177542,4.64E-06,2.26E-05,1.35E-05,8.86E-05,7.35E-05,2.53E-05,0,0.000497389,3.15E-05,0,0.000217675,7.66E-05,5.29E-05,0,0,1.16E-05,0.000838223,0.000148879,9.31E-05,0,0,0.000413387,4.47E-05,7.98E-05,0,0.000147225
VF0047,0.00069029,5.00E-06,0,0,0,8.29E-05,0,3.93E-06,0,0,0.000287432,7.32E-05,1.14E-05,0,0,0,0,0,0,0,1.62E-05,0,0,0,1.54E-05,4.09E-05,2.22E-06,0,0,6.43E-06,1.11E-05,0,0,0,0,0,0,0,0,0,0,5.01E-06,3.39E-05,0,0.000200216,0,0,2.94E-05,0,0,0.000113295,4.63E-06,0.00111142,2.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-06,0,0,0,0,0,0,7.73E-06,6.27E-05,1.89E-06,0.00172295,3.52E-05,0,4.44E-05,0,0,0,0,0,0,4.71E-05,0,4.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76E-05,3.14E-05,0,0,0,0,8.92E-06,0,0,0,0,0,7.53E-06,4.51E-06,1.77E-05,2.45E-05,0,0,0,1.57E-05,0,0.000559736,0,1.76E-05,0,0,0,0,0,0,0,0,0,0,7.60E-06,0,0
VF0351,0.00069029,4.50E-05,0.00039592,3.60E-05,0.000352423,0.000290137,4.60E-05,0.000181008,0,0.000602561,0.000670675,0.000146402,0.000341258,6.82E-05,0,0,0.000403317,0,0.000134691,3.83E-06,0.000129454,0.000213049,3.48E-05,6.07E-05,0.000100075,0.000107735,0.000303459,0.00036251,0,1.29E-05,0.000232574,0.0001096,0.000345423,0,0.000183871,0.000220025,5.49E-05,0,2.33E-06,1.44E-05,0.000151423,9.77E-05,0.000112127,0.000204834,0.000300324,0,0.000156472,6.53E-05,0.003182686,8.60E-05,0.00015106,6.95E-05,0,1.05E-05,9.44E-05,0.000312347,0,0.000212147,0.000325432,0.000555135,0.000447728,1.25E-05,9.31E-06,4.46E-05,7.82E-05,0,0,6.46E-05,0.000224317,7.21E-05,7.87E-05,0.000136943,3.24E-05,0.000221548,0.000142733,3.83E-05,3.43E-05,0.000231923,0.000548989,0.000160868,0,0.000123127,3.52E-05,0.000105547,0.000538799,0.000150695,0,0,0,0.000145747,0.000158802,2.49E-05,3.53E-05,6.78E-05,0.000231571,0,4.40E-05,6.52E-06,0,0.000126997,0,7.62E-06,7.59E-06,0.000455863,0.000832293,0.000270806,0.000228879,6.50E-05,0.000127848,3.15E-05,0.001073667,0.000251319,0.000114561,1.00E-05,0,9.82E-05,2.68E-05,7.29E-05,3.40E-05,0,0.000168198,0.000408542,7.53E-06,3.61E-05,7.09E-05,0.000110179,0.000113825,0.000233518,0.000248694,2.36E-05,0.000128642,0.000310965,0.000459418,0.000185197,0.000119614,0,5.79E-05,0,6.70E-05,4.65E-05,0.00024765,0.000400155,0.000826773,0.000239541,5.32E-05,3.80E-05,0
VF0060,0.001610676,0.002030264,0.001630258,0.00385774,0.002079295,0.002963546,0.002730271,0.002254725,0.002199284,0.001757469,0.002443172,0.002391235,0.001842794,0.002511121,0.002495434,0.001501502,0.00137878,0.002717727,0.002462912,0.002556292,0.002006537,0.002805149,0.001975339,0.002513989,0.002039984,0.002440746,0.001871697,0.001614817,0.003180282,0.004442459,0.002790883,0.001720718,0.00220687,0,0.002298383,0.002502785,0.002141257,0.002068897,0.002425556,0.002198007,0.00090854,0.002555059,0.002211241,0.003482179,0.002422616,0.004754358,0.002429433,0.002409678,0.004455761,0.00225073,0.00164278,0.002162788,0.003612114,0.002530088,0.002266051,0.004334296,0.009917355,0.001757789,0.002840934,0.000201867,0.002126707,0.004456067,0.002468109,0.002432438,0.002215638,0.004461856,0.004672897,0.002128379,0.001812725,0.002295806,0.002212324,0.002726407,0.005102702,0.002411466,0.002626295,0.002133774,0.003021978,0.002489312,0.001631283,0.001801722,0.00103377,0.002128333,0.002317502,0.002222037,0.001446251,0.002455174,0.00324336,0.003207932,0.002162496,0.002926148,0.002746687,0.002271688,0.001850858,0.00248482,0.000424547,0,0.002288153,0.003521046,0.002875148,0.002657158,0.000866051,0.00253343,0.002299932,0.002442122,0.001664586,0.002194952,0.002069446,0.002377547,0.002517293,0.002771669,0.001051755,0.002261875,0.001489289,0.005092625,0.00304414,0.00100611,0.002552113,0.003280122,0.001768768,0.002558363,0.002700506,0.000380687,0.002980514,0.002080137,0.001488755,0.002068911,0.001720017,0.001634623,0.001243472,0.001905332,0.005274329,0.001337148,0.00245023,0.002239997,0.002123142,0.001998002,0.002571141,0.000838223,0.002769155,0.002225738,0.002169888,0.002479648,0.001644559,0.002277673,0.00215156,0.002458777,0.002650047
VF0521,0.000843688,0.000185024,0.001513811,0.000134886,0.000317181,0.000207241,1.53E-05,0.000916843,1.34E-05,0.000373811,0.000143716,0.000292804,0.00021613,0.000272701,7.72E-05,0,0.000187589,0,9.62E-05,3.83E-05,0.000485453,0.001225033,0.000165337,0.000225392,0.000300224,0.000523813,0.000429715,0.00021421,0.000198768,0.000131795,0.000476222,0.000504159,0,0.002949853,6.57E-06,0.00132015,0.00014275,1.42E-05,0,0.000136478,0.00045427,0.000443378,5.22E-05,0.00102417,0.00099107,0,0.001050009,0.000143666,0.001273074,0.000312601,0.000906362,0.00037513,0,4.19E-06,0.000199329,0,0,0.002303309,0.001187387,0.000201867,0,0,0.000124182,2.23E-05,6.08E-05,4.29E-06,0,0.000358045,0.000709327,0.000292194,0.000108158,0.000722062,0.000210588,0.000724292,0.000432958,0.000197749,3.43E-05,0.000409732,0.000698001,0.000669022,0,0.000193485,0.000184697,0.000116657,0.000153132,0.000925037,3.07E-05,0.00058326,0,0.000784791,0.000358775,1.49E-05,0.000113029,0.000127209,9.65E-05,0.000254001,4.40E-05,0,3.47E-05,0.000507986,0.001154734,7.62E-06,6.83E-05,0.001074534,0,8.55E-05,0.000896442,0.000334343,2.20E-05,0.000238859,0.000109558,0.000534054,0.000916485,0.000136827,0,0.000466246,3.57E-05,0.001239157,0.000353754,0,0.000887709,2.32E-05,3.01E-05,5.41E-05,0.00010634,0.000489683,1.26E-05,0.000155678,0,0.000645608,0.000128642,0.000404254,0.000612557,0.000855432,8.97E-05,0,0.000440105,0.000838223,0.000253095,0.000915112,0.001515384,0.002387809,0,0.000868845,0.000216676,0.000392897,0
VF0017,0.001457279,0,2.33E-05,0,0,0,0,0,0,0,7.19E-05,0,0,0,0,0,1.88E-05,0,0,0,0,0,8.70E-06,0,0,0,6.65E-06,0,0.000993838,0,0,0,0,0,0,0,5.49E-06,1.42E-05,0,7.18E-06,0,0,1.04E-05,0,1.00E-05,0,1.24E-05,0,0,7.82E-06,9.44E-05,0,0,3.14E-05,0,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79E-06,0,0,0,0,0,3.19E-06,0,0,0,4.73E-06,0,0,0,0,0,0,7.69E-05,0,0,0,0,0,0,0,1.93E-05,0.005588011,0,2.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-05,0,0,0,0,0,0,0,6.80E-06,0.000319795,0,6.04E-05,0,0,0,0,0,0,0.001989555,0,0,0,0,0,0,0,0,0.000558815,0,0,0,0,0,0,0,0,0.00029445
VF0081,0.000230097,0,6.99E-05,1.80E-05,7.05E-05,0,3.07E-05,1.18E-05,0,0,9.58E-05,7.32E-05,0.000159254,0,0,0,0,0,0,0,0,5.33E-05,0,0,0.000115471,0,0,0,0,0,1.11E-05,2.19E-05,0,0,3.28E-05,0,0,0,0,0,0,3.01E-05,2.61E-06,0,0.000220238,0,0,6.53E-06,0,1.56E-05,0.000283238,4.63E-05,0.000277855,0,7.34E-05,7.71E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,0,0,8.52E-06,0,0,0,0,0.000109798,0,0,0.000448533,0,0,5.10E-05,0,0,0.00058326,0,0,0.001858572,4.97E-06,0,0,1.93E-05,0,8.80E-05,0,0,0,0,1.52E-05,0,0,0,0,0,0,8.82E-06,0,0.000547789,0.000596884,0,0,0,0,1.78E-05,0,6.80E-06,0,2.80E-05,3.25E-05,1.51E-05,0,0,3.67E-05,0,0,0,0,0,0.000466447,0,7.06E-05,0,0,0,0,2.23E-05,7.76E-06,0,0,0,3.25E-05,0,0,0.000637974
VF0582,7.67E-05,1.00E-05,0,0,0,2.07E-05,0,0,0,9.48E-05,2.40E-05,0,1.14E-05,0,0.000102904,0,0,0,0,0,1.62E-05,0,8.70E-06,4.33E-06,0,0,0,0,0,0,0,5.48E-05,1.92E-05,0,0.00016417,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,6.53E-06,0,1.17E-05,3.78E-05,2.78E-05,0,4.19E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,1.24E-05,3.24E-05,0.000170422,0,0,0,0,7.84E-05,1.89E-06,0,8.79E-06,0,7.22E-05,0,9.27E-06,9.22E-05,0,0,0,0,0,1.41E-05,0,7.72E-05,0,0,3.26E-06,0,0,0,0,0,6.51E-05,0,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.000145783,6.80E-06,0,1.87E-05,0,0,0,0,4.90E-05,0,0,0.000248694,0,0,0.000186579,0,2.65E-05,0,0,0,0.000558815,6.70E-05,2.33E-05,0,0,0,1.22E-05,0,0,0
VF0010,0.000766989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007132132,0,0,0,0,1.62E-05,0,0,0,0,0,0,0,0.000993838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409668,0,0,0,0,0,1.56E-05,9.44E-05,9.26E-06,0,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-06,0,0,0,0,0,0,0,0,1.57E-05,0,0,0,0,0,0.000141789,0,0.000368913,0,0,0,0,0,0,0,0,0.01524003,0,1.30E-05,0,0,0,0,0,0,0,0.000114023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64E-06,0,0,0,0.000146905,0,0,0.017905994,0,0,0,0,1.76E-05,0,0,0,0.0036323,0.000141435,0,0,0,0,0,0,0,0
VF0124,0.000766989,0.000105014,0.000465788,5.40E-05,0.001198238,0.000766792,0.000245418,0.000424974,5.35E-06,0.00053003,0.000838343,0.001244418,0.000511887,0.000164757,0.000188658,0.002627628,0.000628424,0.000247066,0,4.59E-05,0.000202272,0.000408344,0.001313992,8.24E-05,0.001254782,0.001014191,0.000553756,0.000263644,0.001788909,3.21E-05,0.000343323,0.000712399,0.001208981,0.001474926,0.00045311,4.13E-05,0.000159222,5.67E-05,0,0.000100562,0.000757117,0.000220436,0.001162988,0.000307251,0.001001081,0.003169572,0.00051471,2.61E-05,0.003819223,0.000257896,0.000944127,0.000477017,0,2.09E-06,0.000241292,0.000470449,0.000826446,0.000151534,0.00048375,0.00095887,0.000223864,4.37E-05,0.000229736,0.000178528,8.69E-06,1.71E-05,0,0.000119348,0.000187941,0.000155584,0.000344139,0.000230313,0.000161991,0.000255632,6.66E-05,0.00025516,0.001407967,0.000154616,0.000917597,0.000201558,0,0.000131921,0.001336851,0.000522179,0.000788348,0.000222565,0.000876168,0.001166521,0.000308928,5.61E-06,0.000382301,5.47E-05,0.000381474,6.78E-05,0.001543805,0,6.60E-05,1.96E-05,7.98E-05,0.000224686,0.000288684,0.000243819,8.35E-05,0.001139657,0,0.000384829,0.000925052,1.86E-05,0.000180751,1.80E-05,0.001358517,0.000251319,0.001145607,0,0,0.000417168,0.000856653,0.001093374,0.000285724,0.000319795,0.00013082,0.00090065,0.000127951,4.06E-05,0.000319019,0.000881429,0.000657653,0.000155678,0.001492166,0.000102353,0,0.000901797,0.000918836,0.000326299,0.000373793,0,0.000208471,0,0.00050619,0.000263676,4.13E-05,0.000157438,0.000853733,0.000373522,6.46E-05,0.000418246,9.81E-05
VF0238,0.000306796,1.00E-05,0,0,0.000105727,0.000953309,0,2.75E-05,2.68E-06,4.46E-05,0.000119763,2.44E-05,6.83E-05,0,9.43E-05,0,0,0,0,0,1.62E-05,1.78E-05,0,0,0.000169357,1.11E-05,8.86E-06,0,0,0,1.11E-05,5.48E-05,0.000364613,0,2.63E-05,0,2.75E-05,0,0,0,0.001665657,7.51E-06,0.000104304,0.000409668,0.000100108,0,4.12E-06,3.27E-06,0,7.03E-05,7.55E-05,6.48E-05,0,2.09E-06,1.05E-05,0,0,0,2.64E-05,0,0.000223864,0,0,0,0,0,0,1.49E-05,7.28E-05,3.79E-06,0.000117991,1.24E-05,6.48E-05,3.41E-05,0,0,0,0,7.06E-05,3.79E-06,0,1.76E-05,2.64E-05,0.000466628,0,0,0,0,0,0,0,0,0,0,5.79E-05,0.000508001,2.20E-05,0,0,5.86E-05,0,0,1.14E-05,3.26E-05,0,1.43E-05,9.54E-06,0,4.41E-05,0,0,6.28E-05,0.000572803,0,0,0,0,0.000364458,0,0,0,0,1.51E-05,1.35E-05,0.000212679,0,1.26E-05,0,0,0,0,6.22E-05,0.000153139,2.65E-05,4.49E-05,0,0,0.000558815,1.49E-05,0,5.90E-06,0,1.80E-05,5.68E-05,0,0,0
